question	answer
[Atualizado  em 08/03/202 2] Declarei a CPRB na DCTF PGD e na DCTFWeb. Como consertar?	 A partir do início de obrigatoriedade da DCTFWeb, a CPRB deve ser confessada apenas nesta declaração.  Se a CPRB foi declarada na DCTFWeb e  na DCTF PGD, a orientação é zerar a CPRB  na DCTF PGD, por meio  de uma declaração retificadora. Caso o débito incorra em malha, impedindo a emissão de CND, deverá  ser requerida na Receita Federal a liberação da pendência.   Se o contribuinte for optante do Simples Nacional e t iver declarado a CPRB na DCTF PGD a partir do PA  10/2021, a orientação é solicitar o cancelamento da DCTF PGD .   Neste caso, não será possível retificar a DCTF PGD , tendo em vista que , a partir da versão 3.6 do Programa  Gerador da DCTF , as caixa s de verificação “PJ optante pela CPRB” e “PJ optante pelo Simples Nacional”   foram desabilitadas . A finalidade é impedir que as empresas do Simples Nacional inform em de maneira  equivocada os valores de CPRB na DCTF PGD a partir do PA 10/2021, quando começa a obrigatoriedade  da DCTFWeb  para  tais contribuintes . 
Contratação de trabalhadores avulsos não portuários: como cancelar a cobrança oriunda da GFIP?	 As empresas que estão na primeira fase do eSocial apresentam o Evento S -1270 com as informações sobre  os trabalhadores avulsos não portuários contratados por intermédio de sindicatos de trabalhadores  avulsos.      Ocorre que os Sindicatos de Trabalhadores A vulsos somente entram no eSocial num segundo momento,  obrigando -os a enviar a GFIP.      Nestes casos, deve ser requerida na Receita Federal a suspensão da cobrança feita pela GFIP.    
Sou uma instituição de ensino e gostaria de saber como fazer o pagamento dos tributos previdenciários pelo sistema SisFIES.    	 O SisFIES não é administrado pela RFB. Portanto, a instituição de ensino deve buscar junto ao MEC  orientações sobre como efetuar o pagamento de tributos pelo SisFIES.    
Temos recebido reclamações de empregados que verificaram o extrato do INSS, pois neste constaram apenas contrib uições até o mês 07/2018. Há alguma falta de integração da DCTFWeb com o  CNIS?    	 O povoamento das bases de dados da Previdência Social não é feito por meio da DCTFWeb ou dos  pagamentos em DARF, mas sim pela internalização das informações prestadas pelos e mpregadores no  eSocial.      Essa tarefa fica a cargo da própria Previdência Social, a quem devem ser dirigidas eventuais dúvidas ou  questionamentos. Cada órgão participante do eSocial é responsável pela utilização dos dados coletados,  na medida de suas com petências.    
Os consórcios com faturamento superior a R$ 4,8 milhões no ano -calendário de 2017 devem também apresentar a DCTFWeb no período de apuração 04/2019?    	 Não. Como são desprovidos de personalidade jurídica, são dispensados de apresentação da  ECF. Assim,  estão incluídos no terceiro grupo da DCTFWeb, independentemente do faturamento obtido em 2017.    
[Atualizado em 26/10/2021] Transmiti a DCTFWeb mas ela sumiu da relação de declarações. O que pode ter acontecido?    	" As declarações são exib idas na página inicial da DCTFWeb de acordo com os parâmetros dos filtros de  pesquisa.      Por padrão, são exibidas as declarações na situação ""em andamento"" bem como as ""ativas"" transmitidas  nos últimos 30 dias com saldo a pagar.     Para alterar o padrão dos filtros e visualizar todas as declarações transmitidas, deve -se digitar o período  inicial e final da consulta, clicar no botão “+” ao lado de Exibir Situação da Declaração, marcar a opção  “Todas” e clicar em pesquisar.         "
[02/02/2022] Os empregadores obrigados à DCTFWeb ainda precisam entregar a GFIP de 13° salário?	 Os empregadores obrigados à apresentação da DCTFWeb não necessitam enviar a GFIP relativa ao 13º salário  (que seria entregue até o dia 31/01). A IN RFB 2005 (ar t. 19) estabelece que a DCTFWeb substitui a GFIP como  instrumento de confissão de dívida e de constituição do crédito previdenciário.   O envio da GFIP para os obrigados a DCTFWeb está sendo feito, exclusivamente, para geração do FGTS e,  na GFIP relativa ao 13º salário, não há geração de FGTS.  
Onde posso tirar dúvidas sobre DCTFWeb, eSocial e EFD -Reinf?	 DCTFWeb   • Manual de Orien tação da DCTFWeb, perguntas frequentes e notas orientativ as.   eSocial     • Manual de Orientação do eSocia l – MOS, Perguntas frequentes e Fale Conos co.      EFD-Reinf     • Manual de Orientação da Rein f – MOR;      • Perguntas Frequentes e Fale Conosco Rei nf.     
Quem está obrigado a apresentar a Declaração sobre a  Utilização dos Recursos em Moeda Estrangeira Decorrentes do Recebimento de Exportações (Derex)?  	  A apresentação da Derex é obrigatória para as pessoas físicas ou jurídicas residentes ou  domiciliadas no Brasil, que mantiverem no exterior recursos em moe da estrangeira na forma do art.  1º da Lei n º 11.371 , de 28 de novembro de 2006.   Fundamentação: Lei n º 11.371/2006, art. 8 º.   
Quais recursos mantidos no exterior que devem ser informados na Derex, instituída pela Instrução Normativa SRF n º 726, de 28 de f evereiro de 2007?  	  Deverão ser informados na Derex os recursos em moeda estrangeira relativos aos recebimentos de  exportações brasileiras de mercadorias e serviços para o exterior, realizadas por pessoas físicas ou  jurídicas, mantidos em instituição fin anceira no exterior, observados os limites fixados pelo Conselho  Monetário Nacional (CMN).   Fundamentação: Lei n º 11.371/2006, art. 1 º; IN-SRF n º 726/2007, art. 1 º.   
A pessoa física ou jurídica importadora que constituir disponibilidades no exterior, median te operação de câmbio tipo 4, com a finalidade de efetuar o pagamento de suas  importações diretamente no exterior, está obrigada a apresentar a Derex?  	  A Derex deverá ser apresentada pelas pessoas físicas ou jurídicas que mantiverem no exterior  recursos  relativos ao recebimento de exportações de mercadorias e de serviços, nos limites  estabelecidos pelo CMN.   Na hipótese dos recursos movimentados no exterior não tiverem como origem o recebimento de  exportações, os mesmos não serão informados na Derex.   Fundamentação: Lei n º 11.371/2006, art. 8 º.      
Quais condições devem ser observadas pelas pessoas físicas e jurídicas que optarem pela manutenção dos recursos no exterior?  	  Devem ser observadas as seguintes condições, sem prejuízo de outras obrigações previs tas na  legislação vigente:   a) os recursos mantidos no exterior somente poderão ser utilizados para a realização de  investimento, aplicação financeira ou pagamento de obrigação, próprios do exportador, vedada a  realização de empréstimo ou mútuo de qualquer natureza;   b) a pessoa jurídica que mantiver recursos no exterior fica obrigada a manter  escrituração contábil nos termos da legislação comercial, para evidenciar, destacadamente, os  respectivos saldos e suas movimentações, independentemente do regime de ap uração do imposto de  renda adotado;   c) a pessoa física ou jurídica residente ou domiciliada no País que mantiver no exterior  recursos em moeda estrangeira relativos ao recebimento de exportações deverá declarar à RFB a  utilização destes recursos ;  d) a man utenção dos recursos no exterior implica a autorização para o fornecimento à  Secretaria da Receita Federal do Brasil (RFB), pela instituição financeira ou qualquer outro  interveniente, residente, domiciliado ou com sede no exterior, das informações sobre a  utilização de  tais recursos .  Fundamentação: Lei n º 11.371/2006, art. 1 º, § 2º e art. 8 º;  IN-SRF n º 726/2007, art. 1 º, §§ 1 º, 2º e 3º.   
Quais dados devem ser informados na Derex?	  As pessoas físicas e jurídicas prestarão, por intermédio da Derex, info rmações sobre a origem e a  utilização dos recursos relativos ao recebimento de exportações não ingressados no Brasil, às  operações simultâneas de compra e venda de moeda estrangeira, contratadas na forma prevista no art.  2º da Lei n º 11.371, de 2006 , e aos  rendimentos auferidos no exterior decorrentes da utilização dos  recursos mantidos fora do País.   As informações serão prestadas discriminando as aplicações financeiras, os investimentos e os  pagamentos de obrigações próprias do exportador . No caso de p agamentos de obrigações próprias no  exterior, dever ão ser especificados  os valores destinados à aquisição de bens ou serviços, inclusive  relativos a juros e a remuneração de direitos.   As informações deverão ser segregadas, mês a mês, por país , moeda e instituição financeira.   Os dados referentes à instituição financeira compreenderão a identificação das contas bancárias e os  respectivos procuradores, representantes ou agentes no exterior, responsáveis pela sua movimentação.   Fundamentação: IN -SRF nº 726/2007, arts. 6 º e 7º.   
Qual o prazo para apresentação da Derex?	  A Derex deverá ser apresentada até o último dia útil do mês de junho, em relação ao ano - calendário imediatamente anterior, em meio digital, mediante a utilização de aplicativo  disponibilizado na página da RFB na Internet, no endereço eletrônico  http://www.receita.fazenda.gov.br.   Para a apresentação da declaração, é obrigatória a assinatura digital mediante utilização de certificado  digital.   Fundamentação: IN -SRF n º 726/2007, art 8 º.   
Qual a penalidade aplicável pela não entrega ou pela entrega da Derex com incorreções ou omissões?  	  A pessoa física ou jurídica que deixar de apresentar a Derex, ou que apresentá -la com incorreções  ou omissões, sujeitar -se-á a aplicação de multa de 0, 5% (cinco décimos por cento) ao mês -calendário  ou fração, incidente sobre o valor correspondente aos recursos mantidos ou utilizados no exterior e  não informados à RFB no prazo estabelecido, limitada a 15% (quinze por cento).   A multa será reduzida à metade , quando a informação for prestada após o prazo, mas antes de  qualquer procedimento de ofício e duplicada, inclusive quanto ao seu limite, em caso de fraude.   Fundamentação: Lei n º 11.371/2006, inciso II e § 1 º; IN-SRF n º 726/2007, art. 9 º.   
Segundo as nova s regras, quais verificações ficarão à cargo do Banco Central do Brasil e da Secretaria da Receita Federal do Brasil?  	  Relativamente aos recursos em moeda estrangeira ingressados no País referentes aos recebimentos   de exportações de mercadorias e de ser viços o Banco Central do Brasil manterá o registro dos  contratos de câmbio.   A Secretaria da Receita Federal do Brasil, com base nos dados recebidos do Banco Central  comprovará a regularidade na observância, pelas pessoas físicas e jurídicas, das novas reg ras  estabelecidas para a manutenção no exterior de recursos relativos ao recebimento de exportações.   Fundamentação: Lei n º 11.371/2006, art. 3 º, art. 8 º , § 3º e art. 9 º, § 3º.   
